31	99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	46	47	48	49	50	99	99	99
32	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	51	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
33	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	52	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
34	99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	99	99	99	99	99	42	43	44	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	53	48	49	50	99	99	99
35	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
36	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	18	99	99	99	99	21	99	99	99	99	99	22	23	24	99	99	99	99	99	99	99	99	99	99	99	99	99	99	25	99	54	28	99	99	99	99	99	99	99	99
37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
38	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
39	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
40	99	99	99	99	99	99	99	99	99	99	99	99	55	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
41	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	-27	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
42	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
43	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
44	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	56	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
46	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	-19	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
47	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
48	-21	-21	-21	-21	-21	-21	-21	63	-21	64	-21	-21	-21	61	-21	57	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	58	59	60	62	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	65	66	99
49	-23	-23	69	-23	-23	-23	67	-23	-23	-23	68	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	-23	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	70
50	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
51	99	99	99	99	99	71	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
52	99	99	99	99	99	72	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
53	99	99	99	99	99	73	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
54	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	-13	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
55	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
56	99	99	99	74	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
57	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
58	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	-33	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
59	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
60	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
61	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	-36	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
62	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	-37	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
63	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
64	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	-39	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
65	99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	S41	99	99	99	99	99	99	99	99	S42	S43	S44	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	75	49	50	99	99	99
66	99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	S41	99	99	99	99	99	99	99	99	S42	S43	S44	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	76	50	99	99	99
67	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
68	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	-41	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
69	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
70	99	99	99	45	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	S41	99	99	99	99	99	99	99	99	S42	S43	S44	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	77	99	99	99
71	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	-16	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
72	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	-17	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
73	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	S18	99	99	99	99	S21	99	99	99	99	99	S22	S23	S24	99	99	99	99	99	99	99	99	99	99	99	99	99	99	25	99	78	28	99	99	99	99	99	99	99	99
74	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	-31	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	66	99
75	-22	-22	-22	-22	-22	-22	-22	63	-22	64	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	-22	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	70
76	-24	-24	69	-24	-24	-24	67	-24	-24	-24	68	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
77	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	-26	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
78	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	-18	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
